"site","east","north","AMEAN66","AMEAN67","AMEAN68","AMEAN69","AMEAN70","AMEAN71","AMEAN72","AMEAN73","AMEAN74","AMEAN75","AMEAN76","AMEAN77","AMEAN78","AMEAN79","AMEAN80","AMEAN81","AMEAN82","AMEAN83","AMEAN84","AMEAN85","AMEAN86","AMEAN87","AMEAN88","AMEAN89","AMEAN90","AMEAN91","AMEAN92","AMEAN93","AMEAN94","AMEAN95","AMEAN96"
"GREENWICH 9",538200,177300,NA,NA,NA,196,117,85,49,29,24,26,28,14,17,16,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRIMSBY 4",524500,409900,NA,NA,NA,NA,NA,NA,NA,NA,32,34,32,24,26,25,19,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GUILDFORD 1",500100,149700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,12,16,16,18,12,13,21,45,39,30,32,29,23,37,25
"GUILDFORD 6",498600,151700,46,41,44,38,37,36,38,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HACKNEY 4",535600,185300,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,23,21,16,19,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HACKNEY 7",533400,184200,NA,63,80,59,41,29,27,21,16,16,18,14,14,15,11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HACKNEY 8",535600,185700,71,72,60,52,38,28,35,27,33,26,28,24,25,24,18,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HACKNEY 9",535100,185400,NA,NA,98,52,41,24,27,19,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HACKNEY 11",535900,186200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,21,19,18,16,11,11,15,13,5,6,7,4,5,7
"HADDINGTON 3",351400,673800,52,45,47,37,14,19,29,30,29,64,29,25,23,25,16,22,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HADLEIGH (ESSEX) 1",581100,187500,55,57,48,29,14,24,28,34,27,61,32,28,23,36,18,18,17,17,19,16,17,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HADLEY 1",367300,311600,50,46,47,45,42,45,42,40,28,35,29,25,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HALE 3",378700,386300,37,38,54,57,28,41,36,35,26,25,22,15,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HALE 4",377600,387300,44,37,34,44,39,43,39,34,24,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HALESOWEN 6",396800,283300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,17,16,14,12,14,11,14,12,11,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HALESOWEN 7",398000,285500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,50,36,43,31,29,19,26,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HALEWOOD 1",344800,385100,NA,NA,35,21,20,21,24,24,19,18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HALIFAX 7",409200,425000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,14,13,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HALIFAX 9",409100,424000,99,103,98,73,89,62,73,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HALIFAX 10",408100,424600,NA,45,32,30,29,34,41,32,20,25,21,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HALIFAX 12",411300,426900,NA,NA,NA,39,24,29,26,24,19,21,18,19,10,13,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HALIFAX 14",408400,425400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,15,13,16,13,12,13,9,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HALIFAX 15",409400,424900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,10,6,8,9
"HALIFAX 16",409300,425400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,24,29,24,27,23,22,20,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HALSTEAD 1",581600,230700,111,114,98,52,40,28,29,24,17,22,21,18,16,20,19,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HALSTEAD 2",581600,230700,142,135,116,97,98,70,70,53,49,42,38,37,32,29,22,22,14,14,11,13,9,10,10,6,5,5,5,5,4,5,5
"HALTON (RUNCORN) 1",353600,381900,NA,NA,NA,NA,NA,NA,NA,42,22,18,18,16,16,18,13,15,10,10,8,9,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAMILTON 1",271700,655500,NA,NA,NA,NA,NA,NA,NA,NA,28,29,26,22,20,23,18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAMILTON 4",271200,654100,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,19,17,17,19,13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAMILTON 5",272000,655000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,33,37,34,24,24,17,17,14,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAMMERSMITH 5",521900,182600,NA,NA,NA,105,105,86,84,57,49,43,45,31,27,25,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAMMERSMITH 6",522700,178500,41,56,62,61,59,62,57,45,32,51,32,20,32,26,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAMMERSMITH 7",523600,180400,NA,NA,66,63,61,64,57,45,35,52,33,27,38,28,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAMMERSMITH 8",523600,180400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,5,7,4,6,5,5,4,4,3,3,3,3,3,3,3,2,2,3,4
"HAMPSTEAD 4",527500,185400,116,92,124,107,67,91,91,69,56,39,39,33,26,38,25,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAMPSTEAD 6",527100,187400,31,33,31,31,27,29,24,25,18,21,21,16,21,18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARLINGTON (YORKS) 1",448400,402300,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,17,9,11,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARLOW 5",545400,210200,111,112,116,95,88,82,60,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARLOW 6",544700,209800,NA,119,130,103,45,72,58,37,27,39,21,26,33,27,19,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARROGATE 4",430700,456300,106,121,97,92,76,66,61,46,33,36,29,20,20,18,13,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARROW 5",515500,189600,33,33,34,27,38,36,37,26,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARROW 6",514400,191100,26,25,32,28,34,31,33,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARROW 7",516000,190400,37,34,29,28,24,23,24,22,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARROW 9",514300,191100,NA,NA,NA,NA,NA,NA,NA,NA,21,12,15,13,16,16,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARTHILL(S.YORKS) 1",448900,380700,156,141,163,85,142,150,117,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARTLEPOOL 6",450100,535000,NA,NA,NA,NA,NA,NA,NA,NA,121,76,68,65,75,73,47,57,43,37,28,37,42,40,29,28,27,20,14,11,12,14,13
"HARTLEPOOL 14",448800,529400,40,42,41,41,40,41,37,36,31,35,33,25,30,26,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARTLEPOOL 16",452200,534400,40,49,44,53,31,31,34,34,21,37,34,20,29,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARTLEPOOL 18",452300,529900,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,24,16,19,18,15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HASLAND 1",439700,369700,45,46,44,36,34,33,35,23,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HASLINGDEN 3",378900,423100,35,42,41,28,24,23,23,21,20,NA,16,12,15,12,8,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HATFIELD 1",522300,208200,34,31,38,25,25,27,17,NA,23,24,14,16,16,14,13,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HATFIELD 3",522900,208900,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13,10,10,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HATTON 1",405800,837300,40,33,48,52,37,46,23,25,21,25,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAWICK 1",350300,614500,NA,NA,NA,NA,NA,NA,NA,NA,39,61,58,22,27,24,21,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAYES & HARLINGTON 2",509900,182100,NA,NA,NA,NA,NA,NA,NA,17,18,16,21,16,22,17,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEALING 1",521500,411000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,71,60,71,60,51,43,49,40,47,50,58,52,45,23,21,16,17,8,10,7
"HEANOR 1",443700,346300,133,115,91,71,87,67,61,73,27,59,46,44,33,28,20,21,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBBURN 4",431500,564400,NA,NA,NA,NA,NA,NA,NA,NA,38,28,28,24,24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBDEN BRIDGE 2",399200,427300,35,36,36,33,30,32,26,25,18,21,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEMEL HEMPSTEAD 1",505500,207200,NA,NA,100,58,46,39,39,33,26,36,31,27,28,26,18,22,23,20,20,17,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEMEL HEMPSTEAD 2",505500,207800,NA,NA,NA,49,28,24,24,21,17,23,20,21,22,19,13,17,13,13,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEMEL HEMPSTEAD 3",506900,207400,NA,NA,NA,NA,NA,NA,33,24,20,25,21,19,18,17,14,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEMLINGTON 1",449500,514700,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,17,15,16,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEMSWORTH 2",442800,413200,29,33,27,29,26,24,24,23,18,26,25,20,16,15,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEMSWORTH 3",442800,413400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,31,27,27,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENDON 2",519600,192200,94,96,88,74,78,86,80,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENDON 3",524700,187600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,32,31,27,17,21,10,15,14,13,16,18,15,11,16,14,9,9,7,9,9
"HENLEY 1",475900,182600,NA,NA,32,32,17,12,30,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEREFORD 2",351600,240100,115,68,80,67,73,55,52,27,34,22,33,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEREFORD 4",350300,238400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,39,27,18,26,17,19,17,14,14,16,12,NA,NA,NA,NA,NA,NA,NA,NA
"HEREFORD 5",351100,241800,35,34,36,35,40,36,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERNE BAY 1",617500,168300,36,29,39,39,36,33,31,31,17,23,25,20,18,17,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HESTON & ISLEWORTH 1",513200,175600,57,48,50,42,39,43,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HESTON & ISLEWORTH 5",510900,178500,77,68,58,46,53,30,32,22,30,28,25,18,19,18,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HESWALL 1",327000,381700,NA,NA,35,42,40,38,25,23,20,22,20,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HETTON-LE-HOLE 3",435500,546900,99,265,146,142,136,96,83,56,53,45,43,36,36,34,19,19,16,17,14,13,12,13,11,10,12,13,11,11,8,10,10
"HEYWOOD 6",385600,410700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,44,48,39,31,38,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIGH WYCOMBE 3",486200,193500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,25,32,42,49,41,35,32,24,19,13,NA,NA,NA
"HILLINGDON 1",507700,183900,180,145,187,166,152,140,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HINCKLEY 1",442800,293800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,31,33,24,28,23,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HINCKLEY 2",444000,294500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,27,29,16,11,12,12,12
"HINCKLEY 3",445400,297400,158,199,179,147,129,111,96,NA,59,42,59,49,48,43,24,45,19,27,23,19,23,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HITCHIN 1",519200,229700,56,61,68,45,34,32,33,33,32,30,37,30,29,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODDESDON 3",537000,210600,83,82,79,56,63,49,35,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOLMEWOOD 1",443500,366100,62,64,62,39,57,40,23,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOLMFIRTH 4",414100,408200,111,110,130,87,70,60,43,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOLMFIRTH 5",414400,408500,NA,NA,NA,106,61,42,33,24,14,17,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOLYWELL 1",318800,375800,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,34,31,29,27,14,20,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HORBURY 3",429200,418400,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,41,29,27,29,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HORBURY 4",429200,418400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,30,29,24,15,24,10,14,14,13,16,18,17,NA,24,16,13,13,11,13,12
"HORNCHURCH 1",553900,187500,34,26,26,25,28,26,25,18,14,16,13,12,10,18,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HORNCHURCH 11",552000,183800,145,151,132,117,94,65,55,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HORNSEY 9",531200,189700,30,27,22,25,30,33,31,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HORSFORTH 2",423800,437600,NA,NA,NA,NA,NA,63,48,47,28,23,28,21,23,22,16,16,17,17,16,13,14,17,20,20,17,15,14,15,14,12,12
"HORSFORTH 3",423300,439200,117,102,127,117,61,61,54,44,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOUGHTON-LE-SPRING 1",434200,549800,155,127,131,110,90,85,88,68,53,51,50,37,40,41,20,26,22,30,29,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOUGHTON-LE-SPRING 2",434000,550100,NA,NA,NA,NA,NA,NA,NA,NA,66,53,54,35,37,37,27,38,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOYLAND NETHER 4",437400,400500,NA,NA,NA,NA,NA,NA,68,44,29,32,27,20,24,17,22,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOYLAND NETHER 5",437300,400500,NA,NA,31,17,29,25,28,24,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOYLAND NETHER 6",437700,400700,NA,NA,NA,NA,NA,NA,NA,NA,26,30,18,15,19,12,15,16,NA,NA,NA,NA,NA,NA,10,5,5,4,4,4,2,NA,NA
"HUDDERSFIELD 6",415800,416500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,11,15,10,10,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUDDERSFIELD 9",409000,418100,NA,NA,NA,NA,NA,NA,NA,NA,14,10,14,9,8,9,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUDDERSFIELD 10",411200,416300,NA,NA,NA,NA,NA,NA,NA,NA,34,20,24,18,16,17,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUDDERSFIELD 11",412600,413100,NA,NA,NA,NA,NA,NA,NA,NA,14,11,15,11,11,10,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUDDERSFIELD 12",413900,416600,NA,NA,NA,NA,NA,NA,NA,NA,14,9,12,7,8,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUDDERSFIELD 14",414300,416400,46,47,49,39,36,32,36,24,21,26,20,17,19,19,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUDDERSFIELD 15",417100,417600,NA,NA,NA,NA,NA,NA,NA,39,31,39,28,23,24,23,16,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUDDERSFIELD 16",416400,417900,125,127,106,89,79,53,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUDDERSFIELD 19",414300,416400,79,71,75,58,49,33,36,28,46,39,33,33,22,19,15,21,13,13,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUNSDON 1",541800,214300,88,96,87,60,56,39,26,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HYDE 5",394800,394900,NA,NA,NA,NA,NA,NA,47,37,55,42,33,36,30,22,17,22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ILFORD 2",546000,191700,22,18,38,23,23,25,25,23,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ILFORD 6",544000,186400,23,23,33,22,23,22,24,20,17,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ILKESTON 4",446400,341800,29,29,42,25,27,33,29,28,18,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ILKESTON 5",446700,342600,19,18,30,19,21,22,21,18,14,15,16,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ILKESTON 6",446700,341200,83,71,76,64,65,69,44,42,33,42,30,37,33,27,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ILKLEY 1",412200,447800,NA,NA,NA,NA,54,42,36,32,26,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMMINGHAM 2",518000,415100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,19,20,18,23,18,28,18,20,39,NA,NA,NA,NA,NA,NA,NA,NA
"IMMINGHAM 3",519100,415000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,21,17,15,16,16,17,17,12,9,9,8,4,9,9
"IMMINGHAM 5",517500,415000,116,128,125,106,91,43,91,70,53,46,37,35,33,33,25,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INVERKIP 1",236200,670400,148,125,176,122,90,70,72,58,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INVERKIP 2",225200,675700,87,99,91,81,75,62,53,56,53,48,49,37,37,38,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INVERKIP 3",223600,676300,65,52,50,36,23,37,32,31,33,26,28,19,21,20,17,16,15,15,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INVERKIP 4",227100,674900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,15,17,15,16,12,9,12,13,12,12,9,12,13
"IPSWICH 13",618400,243000,55,53,58,48,29,32,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IPSWICH 15",614900,245700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,15,16,15,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRLAM 6",371800,393700,58,52,55,44,40,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRLAM 7",370300,391400,114,113,111,97,88,87,69,78,51,47,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRLAM 8",372900,395100,55,59,62,56,50,49,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRLAM 9",371500,393400,42,44,44,37,34,39,33,36,26,42,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRONBRIDGE 6",364700,311000,44,39,45,44,43,41,31,33,25,29,24,18,21,22,16,19,17,17,17,14,15,14,15,18,13,NA,NA,NA,NA,NA,NA
"IRONBRIDGE 10",359500,304100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,43,38,49,45,46,40,29,35,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRONBRIDGE 13",366600,303900,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,33,27,24,21,24,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRONBRIDGE 15",362300,300500,40,36,37,33,31,31,26,29,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISLINGTON 5",531600,184200,NA,NA,NA,NA,NA,NA,NA,22,15,18,17,21,17,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISLINGTON 6",531100,186300,NA,NA,NA,NA,NA,NA,NA,NA,44,34,35,23,27,25,21,26,20,20,20,10,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISLINGTON 7",530500,186000,28,27,28,26,26,24,21,22,13,18,15,12,17,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISLINGTON 9",531600,184200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,25,24,24,20,16,16,16,12,12,NA,NA,NA,NA,NA
